Nome Modello,seed,Pre fine tune,track_name,track_length_km,episodes,completion_rate,off_track_rate,stalled_rate,best_lap_time,best_time_per_km,mean_progress_ratio,mean_reward,mean_speed_kmh,mean_abs_steering_delta
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_fixed_start_lr_1e-04_seed_44,44,False,Spa,7.00005029296875,1,0.0,1.0,0.0,,,0.4299207392692421,8465.23658660385,219.66095709621564,0.012865829086932401



ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_42,42,False,Monza,5.7902021484375,1,1.0,0.0,0.0,87.30000000000001,15.077193811542163,0.9960319889792276,18183.250465830068,236.79380776776506,0.01726080569356492
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_42,42,False,Melbourne,5.29873486328125,1,1.0,0.0,0.0,93.10000000000001,17.57023183876532,0.9956345527275683,16519.94132999068,202.80295974888293,0.026269864804630602
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_42,42,False,Silverstone,5.8868046875,1,1.0,0.0,0.0,97.60000000000001,16.57945272199079,0.9952980115751462,18315.90895857547,215.23802343256693,0.020605848442770722
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_42,42,False,Catalunya,4.64984375,1,1.0,0.0,0.0,85.60000000000001,18.40922073994422,0.9962194210154911,14616.018131486318,193.4069650850434,0.02742057927137798
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_42,42,False,Spa,7.00005029296875,1,1.0,0.0,0.0,113.4,16.199883608537135,0.9951087823518009,21643.66751429577,220.8866988073647,0.01880591087711801
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_43,43,False,Monza,5.7902021484375,1,1.0,0.0,0.0,88.10000000000001,15.215358245095812,0.9957315251872649,18154.35015541418,235.3475006964931,0.01757793390233319
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_43,43,False,Melbourne,5.29873486328125,1,1.0,0.0,0.0,93.30000000000001,17.607976697710036,0.9962337155031018,16468.474915613475,203.4960696335091,0.02930558924458418
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_43,43,False,Silverstone,5.8868046875,1,1.0,0.0,0.0,97.9,16.630414154537892,0.9951077356534941,18216.759212470657,215.86024168067595,0.01972097460184326
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_43,43,False,Catalunya,4.64984375,1,1.0,0.0,0.0,85.4,18.366208541953696,0.9962971285997513,14523.01056461091,195.50082180882478,0.024134101232718808
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_43,43,False,Spa,7.00005029296875,1,0.0,1.0,0.0,,,0.04853717917623778,506.1708783475786,142.44290780460418,0.014301064575827398
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_44,44,False,Monza,5.7902021484375,1,0.0,1.0,0.0,,,0.16338374344996523,2297.5749572750774,204.32344901848697,0.0178637806170001
ppo_f1_256_256_128_64_32_multitrack_continued_multitrack_Monza_Melbourne_Silverstone_random_start_lr_1e-04_seed_44,44,False,Monza,5.7902021484375,1,0.0,1.0,0.0,,,0.16338374344996523,2297.5749572750774,204.32344901848697,0.0178637806170001
